// This research has made use of the NASA Exoplanet Archive, which is operated by the California Institute of Technology, under contract with the National Aeronautics and Space Administration under the Exoplanet Exploration Program.;;;;;;;;;;;;;
Identifier;Host Name;Orbital Period [days];Planet Density [g/cm**3];Distance [pc];Effective Temperature [K];Date of Last Update;Planet Name;Planet Mass [Earth mass];Planet Radius [Earth radii];Year of Discovery;Link to Exoplanet Encyclopaedia;HD Name;HIP Name
// Our solar systen:
gj_849_b;GJ 849;1845;;8,77;;27.08.2014;GJ 849 b;;;2006;http://exoplanet.eu/catalog/gj_849_b/;;HIP 109388
gj_86_b;GJ 86;15,76491;;10,91;5151;14.05.2014;GJ 86 b;;;1999;http://exoplanet.eu/catalog/gl_86_b/;HD 13445;HIP 10138
gj_876_b;GJ 876;61,1166;;4,7;;27.08.2014;GJ 876 b;723,2235;;1998;http://exoplanet.eu/catalog/gliese_876_b/;;HIP 113020
gj_876_c;GJ 876;30,0881;;4,7;;27.08.2014;GJ 876 c;226,9846;;2000;http://exoplanet.eu/catalog/gliese_876_c/;;HIP 113020
gj_876_d;GJ 876;1,93778;;4,7;;27.08.2014;GJ 876 d;6,83;;2005;http://exoplanet.eu/catalog/gliese_876_d/;;HIP 113020
gj_876_e;GJ 876;124,26;;4,7;;27.08.2014;GJ 876 e;14,6;;2010;http://exoplanet.eu/catalog/gliese_876_e/;;HIP 113020
gq_lup_b;GQ Lup;;;139;;14.05.2014;GQ Lup b;6356;33,6;2004;http://exoplanet.eu/catalog/gq_lup_b/;;
gsc_06214_00210_b;GSC 06214-00210;;;145;4200;01.04.2015;GSC 06214-00210 b;5000;;2010;http://exoplanet.eu/catalog/gsc_6214-210_b/;;
gu_psc_b;GU Psc;;;48;;14.05.2014;GU Psc b;3591,3;14,179;2014;http://exoplanet.eu/catalog/gu_psc_b/;;
hat_p_1_b;HAT-P-1;4,46529976;0,282;139;5980;10.09.2015;HAT-P-1 b;166,86075;14,785;2006;http://exoplanet.eu/catalog/hat-p-1_b/;;
hat_p_11_b;HAT-P-11;4,8878162;1,33;38;4780;14.05.2014;HAT-P-11 b;25,743;4,73;2008;http://exoplanet.eu/catalog/hat-p-11_b/;;HIP 97657
hat_p_12_b;HAT-P-12;3,2130598;0,3192;142,5;4650;14.05.2014;HAT-P-12 b;67,059;10,749;2009;http://exoplanet.eu/catalog/hat-p-12_b/;;
hat_p_13_b;HAT-P-13;2,91625;;214;5653;15.10.2014;HAT-P-13 b;270,462;14,258;2009;http://exoplanet.eu/catalog/hat-p-13_b/;;
hat_p_13_c;HAT-P-13;446,27;;214;5653;16.05.2014;HAT-P-13 c;;;2009;http://exoplanet.eu/catalog/hat-p-13_c/;;
hat_p_14_b;HAT-P-14;4,627669;1,82;205;6600;14.05.2014;HAT-P-14 b;709,367;12,89;2010;http://exoplanet.eu/catalog/hat-p-14_b/;;
hat_p_15_b;HAT-P-15;10,863502;1,96;190;5568;14.05.2014;HAT-P-15 b;618,471;12,016;2010;http://exoplanet.eu/catalog/hat-p-15_b/;;
hat_p_16_b;HAT-P-16;2,77596;2,42;235;6158;14.05.2014;HAT-P-16 b;1332,605;14,448;2010;http://exoplanet.eu/catalog/hat-p-16_b/;;
hat_p_17_b;HAT-P-17;10,338523;0,64;90;5246;14.05.2014;HAT-P-17 b;169,71;11,321;2010;http://exoplanet.eu/catalog/hat-p-17_b/;;
hat_p_17_c;HAT-P-17;5584;;90;5246;14.05.2014;HAT-P-17 c;;;2010;http://exoplanet.eu/catalog/hat-p-17_c/;;
hat_p_18_b;HAT-P-18;5,508023;0,25;166;4803;14.05.2014;HAT-P-18 b;62,61;11,153;2010;http://exoplanet.eu/catalog/hat-p-18_b/;;
hat_p_19_b;HAT-P-19;4,008778;0,25;215;4990;14.05.2014;HAT-P-19 b;92,802;12,689;2010;http://exoplanet.eu/catalog/hat-p-19_b/;;
hat_p_2_b;HAT-P-2;5,6334729;7,29;135,32;6290;14.05.2014;HAT-P-2 b;2888,95;12,969;2007;http://exoplanet.eu/catalog/hat-p-2_b/;HD 147506;HIP 80076
hat_p_20_b;HAT-P-20;2,875317;13,78;70;4595;14.05.2014;HAT-P-20 b;2302,899;9,718;2010;http://exoplanet.eu/catalog/hat-p-20_b/;;
hat_p_21_b;HAT-P-21;4,124481;4,68;254;5588;14.05.2014;HAT-P-21 b;1291,289;11,478;2010;http://exoplanet.eu/catalog/hat-p-21_b/;;
hat_p_22_b;HAT-P-22;3,21222;2,11;82;5302;14.05.2014;HAT-P-22 b;682,352;12,106;2010;http://exoplanet.eu/catalog/hat-p-22_b/;HD 233731;
hat_p_23_b;HAT-P-23;1,21288287;1,406;393;5885;26.03.2015;HAT-P-23 b;658;13,72;2010;http://exoplanet.eu/catalog/hat-p-23_b/;;
hat_p_24_b;HAT-P-24;3,35524;0,44;396;6373;14.05.2014;HAT-P-24 b;217,704;13,922;2010;http://exoplanet.eu/catalog/hat-p-24_b/;;
hat_p_25_b;HAT-P-25;3,652836;0,42;297;5500;14.05.2014;HAT-P-25 b;180,202;13,339;2010;http://exoplanet.eu/catalog/hat-p-25_b/;;
hat_p_26_b;HAT-P-26;4,234516;0,4;134;5079;14.05.2014;HAT-P-26 b;18,751;6,333;2010;http://exoplanet.eu/catalog/hat-p-26_b/;;
hat_p_27_b;HAT-P-27;3,039577;;204;5300;14.05.2014;HAT-P-27 b;197,05;11,43;2011;http://exoplanet.eu/catalog/hat-p-27-wasp-40_b/;;
hat_p_28_b;HAT-P-28;3,257215;0,44;395;5680;14.05.2014;HAT-P-28 b;198,953;13,585;2011;http://exoplanet.eu/catalog/hat-p-28_b/;;
hat_p_29_b;HAT-P-29;5,723186;0,71;322;6087;14.05.2014;HAT-P-29 b;247,261;12,408;2011;http://exoplanet.eu/catalog/hat-p-29_b/;;
hat_p_3_b;HAT-P-3;2,899736;1,29;138;5185;14.05.2014;HAT-P-3 b;187,83;9,27;2007;http://exoplanet.eu/catalog/hat-p-3_b/;;
hat_p_30_b;HAT-P-30;2,810595;0,37;193;6304;14.05.2014;HAT-P-30 b;225,968;15,02;2011;http://exoplanet.eu/catalog/hat-p-30-wasp-51_b/;;
hat_p_31_b;HAT-P-31;5,005425;2,18;354;6065;14.05.2014;HAT-P-31 b;689,98;11,99;2011;http://exoplanet.eu/catalog/hat-p-31_b/;;
hat_p_32_b;HAT-P-32;2,15000805;;283;6269;15.10.2014;HAT-P-32 b;;20,053;2011;http://exoplanet.eu/catalog/hat-p-32_b/;;
hat_p_33_b;HAT-P-33;3,474474;0,2;387;6446;14.05.2014;HAT-P-33 b;242,176;18,898;2011;http://exoplanet.eu/catalog/hat-p-33_b/;;
hat_p_34_b;HAT-P-34;5,452654;2,4;257;6442;14.05.2014;HAT-P-34 b;1057,694;13,417;2011;http://exoplanet.eu/catalog/hat-p-34_b/;HD 351766;
hat_p_35_b;HAT-P-35;3,646706;0,55;535;6096;14.05.2014;HAT-P-35 b;334,979;14,93;2011;http://exoplanet.eu/catalog/hat-p-35_b/;;
hat_p_36_b;HAT-P-36;1,327347;1,12;317;5560;14.05.2014;HAT-P-36 b;582,24;14,168;2011;http://exoplanet.eu/catalog/hat-p-36_b/;;
hat_p_37_b;HAT-P-37;2,797436;0,89;411;5500;14.05.2014;HAT-P-37 b;371,528;13,204;2011;http://exoplanet.eu/catalog/hat-p-37_b/;;
hat_p_38_b;HAT-P-38;4,640382;0,59;249;5330;14.05.2014;HAT-P-38 b;84,857;9,247;2012;http://exoplanet.eu/catalog/hat-p-38_b/;;
hat_p_39_b;HAT-P-39;3,54387;0,19;642;6430;14.05.2014;HAT-P-39 b;190,372;17,609;2012;http://exoplanet.eu/catalog/hat-p-39_b/;;
hat_p_4_b;HAT-P-4;3,056536;0,403;314;5860;14.05.2014;HAT-P-4 b;213,255;14,28;2007;http://exoplanet.eu/catalog/hat-p-4_b/;;
hat_p_40_b;HAT-P-40;4,457243;0,15;501;6080;14.05.2014;HAT-P-40 b;195,457;19,392;2012;http://exoplanet.eu/catalog/hat-p-40_b/;;
hat_p_41_b;HAT-P-41;2,694047;0,2;344;6390;14.05.2014;HAT-P-41 b;254,253;18,887;2012;http://exoplanet.eu/catalog/hat-p-41_b/;;
hat_p_42_b;HAT-P-42;4,641878;0,61;447;5743;14.05.2014;HAT-P-42 b;331,801;14,348;2012;http://exoplanet.eu/catalog/hat-p-42_b/;;
hat_p_43_b;HAT-P-43;3,332687;0,39;542;5645;14.05.2014;HAT-P-43 b;210,395;14,359;2012;http://exoplanet.eu/catalog/hat-p-43_b/;;
hat_p_44_b;HAT-P-44;4,301219;0,23;363;5295;14.05.2014;HAT-P-44 b;111,871;13,922;2014;http://exoplanet.eu/catalog/hat-p-44_b/;;
hat_p_44_c;HAT-P-44;872,2;;363;5295;14.05.2014;HAT-P-44 c;;;2014;http://exoplanet.eu/catalog/hat-p-44_c/;;
hat_p_45_b;HAT-P-45;3,128992;0,38;305;6330;14.05.2014;HAT-P-45 b;283,492;15,984;2014;http://exoplanet.eu/catalog/hat-p-45_b/;;
hat_p_46_b;HAT-P-46;4,463129;0,28;296;6120;14.05.2014;HAT-P-46 b;156,684;14,392;2014;http://exoplanet.eu/catalog/hat-p-46_b/;;
hat_p_49_b;HAT-P-49;2,691548;0,75;322;6820;14.05.2014;HAT-P-49 b;549,823;15,838;2014;http://exoplanet.eu/catalog/hat-p-49_b/;HD 340099;
hat_p_5_b;HAT-P-5;2,788491;0,66;340;5960;14.05.2014;HAT-P-5 b;336,89;14,12;2007;http://exoplanet.eu/catalog/hat-p-5_b/;;
hat_p_50_b;HAT-P-50;3,1220109;0,78;497;6280;19.11.2015;HAT-P-50 b;429,0705;14,437;2015;http://exoplanet.eu/catalog/hat-p-50_b/;;
hat_p_51_b;HAT-P-51;4,2180278;0,178;470;5449;19.11.2015;HAT-P-51 b;98,20947;14,493;2015;http://exoplanet.eu/catalog/hat-p-51_b/;;
hat_p_52_b;HAT-P-52;2,7535953;0,98;385;5131;19.11.2015;HAT-P-52 b;259,98494;11,31;2015;http://exoplanet.eu/catalog/hat-p-52_b/;;
hat_p_53_b;HAT-P-53;1,9616241;0,8;719;5956;19.11.2015;HAT-P-53 b;471,65972;14,773;2015;http://exoplanet.eu/catalog/hat-p-53_b/;;
hat_p_54_b;HAT-P-54;3,799847;1,118;135,8;4390;24.04.2015;HAT-P-54 b;241,5508;10,581;2015;http://exoplanet.eu/catalog/hat-p-54_b/;;
hat_p_55_b;HAT-P-55;3,5852467;0,435;480;5808;17.06.2015;HAT-P-55 b;184,97706;13,249;2015;http://exoplanet.eu/catalog/hat-p-55_b/;;
hat_p_56_b;HAT-P-56;2,7908327;0,86;310,5;6566;23.07.2015;HAT-P-56 b;692,8694;16,432;2015;http://exoplanet.eu/catalog/hat-p-56_b/;HD 262389;HIP 32209
hat_p_57_b;HAT-P-57;2,465295;;303;7500;05.11.2015;HAT-P-57 b;587,9855;15,838;2015;http://exoplanet.eu/catalog/hat-p-57_b/;;
hat_p_6_b;HAT-P-6;3,852985;0,558;261;6570;14.05.2014;HAT-P-6 b;335,932;14,908;2007;http://exoplanet.eu/catalog/hat-p-6_b/;;
hat_p_65_b;HAT-P-65;2,6054552;0,096;841;5835;15.09.2016;HAT-P-65 b;167,49641;21,185;2016;http://exoplanet.eu/catalog/hat-p-65_b/;;
hat_p_66_b;HAT-P-66;2,972086;0,242;927;6002;15.09.2016;HAT-P-66 b;248,86089;17,822;2016;http://exoplanet.eu/catalog/hat-p-66_b/;;
hat_p_67_b;HAT-P-67;4,8101025;0,052;320;6406;13.04.2017;HAT-P-67 b;108,0622;23,371;2017;http://exoplanet.eu/catalog/hat-p-67_b/;;
hat_p_7_b;HAT-P-7;2,2047372;0,629;320;6441;18.08.2016;HAT-P-7 b;534,59006;16,713;2008;http://exoplanet.eu/catalog/hat-p-7_b/;;
hat_p_8_b;HAT-P-8;3,0763776;0,568;230;6200;14.05.2014;HAT-P-8 b;483,08;16,81;2008;http://exoplanet.eu/catalog/hat-p-8_b/;;
hat_p_9_b;HAT-P-9;3,92289;0,35;480;6350;14.05.2014;HAT-P-9 b;247,9;15,69;2008;http://exoplanet.eu/catalog/hat-p-9_b/;;
hats_1_b;HATS-1;3,446459;1,03;303;5870;14.05.2014;HATS-1 b;589,55;14,594;2012;http://exoplanet.eu/catalog/hats-1_b/;;
hats_10_b;HATS-10;3,312846;0,7;496;5880;21.05.2015;HATS-10 b;167,17858;10,862;2015;http://exoplanet.eu/catalog/hats-10_b/;;
hats_11_b;HATS-11;3,6191613;0,299;906;6060;29.09.2016;HATS-11 b;270,1555;16,926;2016;http://exoplanet.eu/catalog/hats-11_b/;;
hats_12_b;HATS-12;3,142833;1,19;981;6408;29.09.2016;HATS-12 b;756,4354;15,132;2016;http://exoplanet.eu/catalog/hats-12_b/;;
hats_13_b;HATS-13;3,0440499;0,377;476;5523;13.08.2015;HATS-13 b;172,58169;13,585;2015;http://exoplanet.eu/catalog/hats-13_b/;;
hats_14_b;HATS-14;2,7667641;1,191;513;5346;13.08.2015;HATS-14 b;340,39593;11,646;2015;http://exoplanet.eu/catalog/hats-14_b/;;
hats_15_b;HATS-15;1,74748753;1,97;689;5311;23.06.2016;HATS-15 b;689,6911;12,386;2016;http://exoplanet.eu/catalog/hats-15_b/;;
hats_16_b;HATS-16;2,686502;1,86;774;5738;23.06.2016;HATS-16 b;1039,3041;14,572;2016;http://exoplanet.eu/catalog/hats-16_b/;;
hats_17_b;HATS-17;16,254611;3,5;339;5846;15.09.2016;HATS-17 b;425,25654;8,709;2016;http://exoplanet.eu/catalog/hats-17_b/;;
hats_18_b;HATS-18;0,8378434;1,02;645;5600;27.10.2016;HATS-18 b;629,3034;14,986;2016;http://exoplanet.eu/catalog/hats-18_b/;;
hats_2_b;HATS-2;1,354133;1,05;360;5227;14.05.2014;HATS-2 b;427,463;13,092;2013;http://exoplanet.eu/catalog/hats-2_b/;;
hats_22_b;HATS-22;4,7228124;3,89;207,9;4803;16.03.2017;HATS-22 b;870,8542;10,682;2017;http://exoplanet.eu/catalog/hats-22_b/;;
hats_23_b;HATS-23;2,1605156;0,29;747;5780;16.03.2017;HATS-23 b;467,2101;20,849;2017;http://exoplanet.eu/catalog/hats-23_b/;;
hats_24_b;HATS-24;1,3484954;0,92;510;6346;16.03.2017;HATS-24 b;775,5052;16,668;2017;http://exoplanet.eu/catalog/hats-24_b/;;
hats_25_b;HATS-25;4,2986432;0,38;466;5715;09.06.2016;HATS-25 b;194,82979;14,123;2016;http://exoplanet.eu/catalog/hats-25_b/;;
hats_26_b;HATS-26;3,3023881;0,153;907;6071;09.06.2016;HATS-26 b;206,5895;19,616;2016;http://exoplanet.eu/catalog/hats-26_b/;;
hats_27_b;HATS-27;4,637038;0,18;840;6438;09.06.2016;HATS-27 b;168,4499;16,814;2016;http://exoplanet.eu/catalog/hats-27_b/;;
hats_28_b;HATS-28;3,1810781;0,48;521;5498;09.06.2016;HATS-28 b;213,58176;13,384;2016;http://exoplanet.eu/catalog/hats-28_b/;;
hats_29_b;HATS-29;4,6058749;0,411;351;5670;09.06.2016;HATS-29 b;207,54299;14,022;2016;http://exoplanet.eu/catalog/hats-29_b/;;
hats_3_b;HATS-3;3,547851;0,51;453;6351;14.05.2014;HATS-3 b;340,382;15,48;2013;http://exoplanet.eu/catalog/hats-3_b/;;
hats_30_b;HATS-30;3,1743516;0,543;339;5943;09.06.2016;HATS-30 b;224,38798;13,171;2016;http://exoplanet.eu/catalog/hats-30_b/;;
hats_31_b;HATS-31;3,37796;0,243;872;6050;01.12.2016;HATS-31 b;279,6904;18,383;2016;http://exoplanet.eu/catalog/hats-31_b/;;
hats_32_b;HATS-32;2,8126548;0,58;839;5700;01.12.2016;HATS-32 b;292,4036;14;2016;http://exoplanet.eu/catalog/hats-32_b/;;
hats_33_b;HATS-33;2,5495551;0,79;255;5659;01.12.2016;HATS-33 b;378,85336;13,787;2016;http://exoplanet.eu/catalog/hats-33_b/;;
hats_34_b;HATS-34;2,1061607;0,4;532;5380;01.12.2016;HATS-34 b;299,07803;16,029;2016;http://exoplanet.eu/catalog/hats-34_b/;;
hats_35_b;HATS-35;1,8209993;0,484;557;6300;01.12.2016;HATS-35 b;388,38826;16,41;2016;http://exoplanet.eu/catalog/hats-35_b/;;
hats_4_b;HATS-4;2,516729;1,55;420;5403;02.07.2014;HATS-4 b;420,471;11,433;2014;http://exoplanet.eu/catalog/hats-4_b/;;
hats_5_b;HATS-5;4,763387;0,39;257;5304;14.05.2014;HATS-5 b;75,323;10,223;2014;http://exoplanet.eu/catalog/hats-5_b/;;
hats_6_b;HATS-6;3,3252725;0,399;148,4;3724;14.05.2015;HATS-6 b;101,38777;11,187;2015;http://exoplanet.eu/catalog/hats-6_b/;;
hats_8_b;HATS-8;3,583893;0,259;829;5679;17.06.2015;HATS-8 b;43,86054;9,785;2015;http://exoplanet.eu/catalog/hats-8_b/;;
hats_9_b;HATS-9;1,9153073;0,85;622;5366;21.05.2015;HATS-9 b;266,02371;11,938;2015;http://exoplanet.eu/catalog/hats-9_b/;;
hd_100546_b;HD 100546;;;97;10500;14.05.2015;HD 100546 b;;77,342;2014;;HD 100546;HIP 56379
hd_100655_b;HD 100655;157,57;;140,85;4861;14.05.2014;HD 100655 b;;;2011;http://exoplanet.eu/catalog/hd_100655_b/;HD 100655;HIP 56508
hd_100777_b;HD 100777;383,7;;52,8;5582;14.05.2014;HD 100777 b;;;2007;http://exoplanet.eu/catalog/hd_100777_b/;HD 100777;HIP 56572
hd_10180_c;HD 10180;5,75969;;39,02;5911;25.06.2015;HD 10180 c;;;2010;http://exoplanet.eu/catalog/hd_10180_c/;HD 10180;HIP 7599
hd_10180_d;HD 10180;16,357;;39,02;5911;25.06.2015;HD 10180 d;;;2010;http://exoplanet.eu/catalog/hd_10180_d/;HD 10180;HIP 7599
hd_10180_e;HD 10180;49,748;;39,02;5911;25.06.2015;HD 10180 e;;;2010;http://exoplanet.eu/catalog/hd_10180_e/;HD 10180;HIP 7599
hd_10180_f;HD 10180;122,744;;39,02;5911;25.06.2015;HD 10180 f;;;2010;http://exoplanet.eu/catalog/hd_10180_f/;HD 10180;HIP 7599
hd_10180_g;HD 10180;604,67;;39,02;5911;25.06.2015;HD 10180 g;;;2010;http://exoplanet.eu/catalog/hd_10180_g/;HD 10180;HIP 7599
hd_10180_h;HD 10180;2205;;39,02;5911;25.06.2015;HD 10180 h;;;2010;http://exoplanet.eu/catalog/hd_10180_h/;HD 10180;HIP 7599
hd_101930_b;HD 101930;70,46;;30,5;5079;14.05.2014;HD 101930 b;;;2005;http://exoplanet.eu/catalog/hd_101930_b/;HD 101930;HIP 57172
hd_102117_b;HD 102117;20,8133;;42;5695;14.05.2014;HD 102117 b;;;2005;http://exoplanet.eu/catalog/hd_102117_b/;HD 102117;HIP 57291
hd_102195_b;HD 102195;4,113775;;28,98;5291;14.05.2014;HD 102195 b;;;2006;http://exoplanet.eu/catalog/hd_102195_b/;HD 102195;HIP 57370
hd_102272_b;HD 102272;127,58;;164,2;4908;14.05.2014;HD 102272 b;;;2008;http://exoplanet.eu/catalog/hd_102272_b/;HD 102272;HIP 57428
hd_102329_b;HD 102329;778,1;;138,5;4830;14.05.2014;HD 102329 b;;;2011;http://exoplanet.eu/catalog/hd_102329_b/;HD 102329;HIP 57467
hd_102365_b;HD 102365;122,1;;9,24;5630;14.05.2014;HD 102365 b;;;2010;http://exoplanet.eu/catalog/hd_102365_b/;HD 102365;HIP 57443
hd_102956_b;HD 102956;6,495;;121,07;5054;14.05.2014;HD 102956 b;;;2010;http://exoplanet.eu/catalog/hd_102956_b/;HD 102956;HIP 57820
hd_103197_b;HD 103197;47,84;;49,33;5303;14.05.2014;HD 103197 b;;;2009;http://exoplanet.eu/catalog/hd_103197_b/;HD 103197;HIP 57931
hd_103720_b;HD 103720;4,5557;;41,6;5017;08.01.2015;HD 103720 b;;;2014;http://exoplanet.eu/catalog/hd_103720_b/;HD 103720;HIP 58237
hd_103774_b;HD 103774;5,8881;;53,08;6489;14.05.2014;HD 103774 b;;;2013;http://exoplanet.eu/catalog/hd_103774_b/;HD 103774;HIP 58263
hd_104067_b;HD 104067;55,806;;20,82;4969;14.05.2014;HD 104067 b;;;2009;http://exoplanet.eu/catalog/hd_104067_b/;HD 104067;HIP 58451
hd_10442_b;HD 10442;1043;;;5034;03.12.2014;HD 10442 b;;;2014;http://exoplanet.eu/catalog/hd_10442_b/;HD 10442;
hd_104985_b;HD 104985;199,505;;102,04;;14.05.2014;HD 104985 b;;;2003;http://exoplanet.eu/catalog/hd_104985_b/;HD 104985;HIP 58952
hd_106252_b;HD 106252;1531;;37,4;5870;14.05.2014;HD 106252 b;;;2002;http://exoplanet.eu/catalog/hd_106252_b/;HD 106252;HIP 59610
hd_106270_b;HD 106270;2890;;87,87;5638;14.05.2014;HD 106270 b;;;2011;http://exoplanet.eu/catalog/hd_106270_b/;HD 106270;HIP 59625
hd_106315_b;HD 106315;9,5521;;107,3;6290;02.03.2017;HD 106315 b;;2,23;2017;http://exoplanet.eu/catalog/hd_106315_b/;HD 106315;
hd_106315_c;HD 106315;21,0576;;107,3;6290;02.03.2017;HD 106315 c;;3,95;2017;http://exoplanet.eu/catalog/hd_106315_c/;HD 106315;
hd_10647_b;HD 10647;989,2;;17,35;6218;14.05.2014;HD 10647 b;;;2006;http://exoplanet.eu/catalog/hd_10647_b/;HD 10647;HIP 7978
hd_106515_a_b;HD 106515 A;3630;;36,36;5362;14.05.2014;HD 106515 A b;;;2012;http://exoplanet.eu/catalog/hd_106515a_b/;HD 106515 A;HIP 59743 A
hd_106906_b;HD 106906;;;91,83;6516;14.05.2014;HD 106906 b;3496;;2013;http://exoplanet.eu/catalog/hd_106906_b/;HD 106906;HIP 59960
hd_10697_b;HD 10697;1075,2;;32,6;5680;14.05.2014;HD 10697 b;;;1999;http://exoplanet.eu/catalog/hd_10697_b/;HD 10697;HIP 8159
hd_107148_b;HD 107148;48,056;;51,26;5797;14.05.2014;HD 107148 b;;;2005;http://exoplanet.eu/catalog/hd_107148_b/;HD 107148;HIP 60081
hd_108147_b;HD 108147;10,8985;;38,56;6265;14.05.2014;HD 108147 b;;;2002;http://exoplanet.eu/catalog/hd_108147_b/;HD 108147;HIP 60644
hd_108341_b;HD 108341;1129;;49,4;5122;08.01.2015;HD 108341 b;;;2014;http://exoplanet.eu/catalog/hd_108341_b/;HD 108341;HIP 60788
hd_108863_b;HD 108863;443,4;;138,5;4956;14.05.2014;HD 108863 b;;;2011;http://exoplanet.eu/catalog/hd_108863_b/;HD 108863;HIP 61020
hd_108874_b;HD 108874;395,8;;68,5;5551;14.05.2014;HD 108874 b;;;2002;http://exoplanet.eu/catalog/hd_108874_b/;HD 108874;HIP 61028
hd_108874_c;HD 108874;1624;;68,5;5551;14.05.2014;HD 108874 c;;;2005;http://exoplanet.eu/catalog/hd_108874_c/;HD 108874;HIP 61028
hd_109246_b;HD 109246;68,27;;65,6;5844;14.05.2014;HD 109246 b;;;2010;http://exoplanet.eu/catalog/hd_109246_b/;HD 109246;HIP 61177
hd_109271_b;HD 109271;7,8543;;56,92;5783;14.05.2014;HD 109271 b;;;2013;http://exoplanet.eu/catalog/hd_109271_b/;HD 109271;HIP 61300
hd_109271_c;HD 109271;30,93;;56,92;5783;14.05.2014;HD 109271 c;;;2013;http://exoplanet.eu/catalog/hd_109271_c/;HD 109271;HIP 61300
hd_109749_b;HD 109749;5,24;;59,03;5903;14.05.2014;HD 109749 b;;;2005;http://exoplanet.eu/catalog/hd_109749_b/;HD 109749;HIP 61595 A
hd_110014_b;HD 110014;835,477;;90;4445;14.05.2014;HD 110014 b;;;2009;http://exoplanet.eu/catalog/hd_110014_b/;HD 110014;HIP 61740
hd_111232_b;HD 111232;1143;;28,88;5494;21.08.2014;HD 111232 b;;;2003;http://exoplanet.eu/catalog/hd_111232_b/;HD 111232;HIP 62534
hd_111998_b;HD 111998;825,9;;32,73;6557;08.09.2016;HD 111998 b;;;2016;;HD 111998;HIP 62875
hd_113337_b;HD 113337;324;;37,42;6576,6;14.05.2014;HD 113337 b;;;2013;http://exoplanet.eu/catalog/hd_113337_b/;HD 113337;HIP 63584
hd_113538_b;HD 113538;663,2;;15,9;4462;08.01.2015;HD 113538 b;;;2010;http://exoplanet.eu/catalog/hd_113538_b/;HD 113538;HIP 63833
hd_113538_c;HD 113538;1818;;15,9;4462;08.01.2015;HD 113538 c;;;2010;http://exoplanet.eu/catalog/hd_113538_c/;HD 113538;HIP 63833
hd_114386_b;HD 114386;937,7;;28,04;4804;14.05.2014;HD 114386 b;;;2003;http://exoplanet.eu/catalog/hd_114386_b/;HD 114386;HIP 64295
hd_114613_b;HD 114613;3827;;20,48;5729;14.05.2014;HD 114613 b;;;2014;http://exoplanet.eu/catalog/hd_114613_b/;HD 114613;HIP 64408
hd_114729_b;HD 114729;1114;;35;5821;14.05.2014;HD 114729 b;;;2002;http://exoplanet.eu/catalog/hd_114729_b/;HD 114729;HIP 64459
hd_114762_b;HD 114762;83,9151;;40,57;5673;17.12.2014;HD 114762 b;;12,44;1989;http://exoplanet.eu/catalog/hd_114762_b/;HD 114762;HIP 64426
hd_114783_b;HD 114783;493,7;;20,4;5135;14.05.2014;HD 114783 b;;;2001;http://exoplanet.eu/catalog/hd_114783_b/;HD 114783;HIP 64457
hd_11506_b;HD 11506;1627,5;;51,7;6055;03.12.2014;HD 11506 b;;;2007;http://exoplanet.eu/catalog/hd_11506_b/;HD 11506;HIP 8770
hd_11506_c;HD 11506;223,6;;51,7;6055;03.12.2014;HD 11506 c;;;2008;http://exoplanet.eu/catalog/hd_11506_c/;HD 11506;HIP 8770
hd_116029_b;HD 116029;670;;110,62;4951;14.05.2014;HD 116029 b;;;2011;http://exoplanet.eu/catalog/hd_116029_b/;HD 116029;HIP 65117
hd_117207_b;HD 117207;2597;;33,01;5724;14.05.2014;HD 117207 b;;;2004;http://exoplanet.eu/catalog/hd_117207_b/;HD 117207;HIP 65808
hd_11755_b;HD 11755;433,7;;231,5;4312,5;15.10.2015;HD 11755 b;;;2015;http://exoplanet.eu/catalog/hd_11755_b/;HD 11755;HIP 9242
hd_117618_b;HD 117618;25,827;;38,02;5990;14.05.2014;HD 117618 b;;;2004;http://exoplanet.eu/catalog/hd_117618_b/;HD 117618;HIP 66047
hd_118203_b;HD 118203;6,1335;;88,57;5600;14.05.2014;HD 118203 b;;;2005;http://exoplanet.eu/catalog/hd_118203_b/;HD 118203;HIP 66192
hd_11964_b;HD 11964;1945;;33,98;5349;14.05.2014;HD 11964 b;;;2005;http://exoplanet.eu/catalog/hd_11964_b/;HD 11964;HIP 9094
hd_11964_c;HD 11964;37,91;;33,98;5349;14.05.2014;HD 11964 c;;;2008;http://exoplanet.eu/catalog/hd_11964_c/;HD 11964;HIP 9094
hd_11977_b;HD 11977;711;;66,49;4970;14.05.2014;HD 11977 b;;;2005;http://exoplanet.eu/catalog/hd_11977_b/;HD 11977;HIP 8928
hd_120084_b;HD 120084;2082;;97,66;4892;14.05.2014;HD 120084 b;;;2013;http://exoplanet.eu/catalog/hd_120084_b/;HD 120084;HIP 66903
hd_121504_b;HD 121504;63,33;;44,37;6075;14.05.2014;HD 121504 b;;;2003;http://exoplanet.eu/catalog/hd_121504_b/;HD 121504;HIP 68162
hd_12484_b;HD 12484;58,83;;51,1;5920;25.02.2016;HD 12484 b;;;2016;http://exoplanet.eu/catalog/hd_12484_b/;HD 12484;HIP 9519
hd_125595_b;HD 125595;9,6737;;27,45;;14.05.2014;HD 125595 b;;;2009;http://exoplanet.eu/catalog/hd_125595_b/;HD 125595;HIP 70170
